,Net m²,Brüt m²,Binadaki Kat Sayısı,Isıtma Tipi,Bulunduğu Kat,Bina Yaşı,Mobilya Durumu,Kullanım Durumu,Krediye Uygun,Hayvan Dostu Patili Evler,Ada,Parsel,Listing No,Gross m²,Heating Type,Floor,Age of the Building,Usage Status,Maintenance Fee,Rental Income,Suitable for Bank Loan,Number of Rooms,Number of Bathrooms,Number of Floors of the Building,Status of the Property,House Type,"Video Home Tour
                                                                ?",Furnishing Status,Unit Exchange,Title Deed Status,From Whom,Pet Friendly Paws Houses,Fiyat,İl,İlçe,Mahalle,Oda
137,110,125m²,10-20 arası,Kombi (Doğalgaz),7,26-30 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,4600000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
138,80,105m²,8,Kombi (Doğalgaz),4,26-30 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Ataşehir,Mevlana, 2 + 1 
139,180,200m²,4,Kombi (Doğalgaz),4,11-15 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Ataşehir,Küçükbakkalköy, 4 + 2 
140,154,165m²,20 ve üzeri,Merkezi Sistem,17,16-20 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,8600000,İstanbul,Ataşehir,Atatürk, 4 + 1 
141,70,80m²,3,Kombi (Doğalgaz),1,31-35 arası,Eşyasız,Kiracılı,Hayır,Evet,2722,5,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
142,105,115m²,8,Kombi (Doğalgaz),3,31-35 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2980000,İstanbul,Ataşehir,Mevlana, 2 + 1 
143,85,110m²,6,,1,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3120000,İstanbul,Ataşehir,Örnek, 3 + 1 
144,125,150m²,4,Kombi (Doğalgaz),Giriş Katı,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2500000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
145,102,138m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,7000000,İstanbul,Ataşehir,Atatürk, 2 + 1 
146,100,140m²,4,,4,3,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4550000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 
147,56,65m²,4,Kalorifer (Doğalgaz),Bahçe katı,5,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Ataşehir,Örnek, 1 + 1 
148,115,150m²,10-20 arası,Kombi (Doğalgaz),7,26-30 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3100000,İstanbul,Ataşehir,Mevlana, 4 + 1 
149,90,115m²,3,,1,21-25 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Ataşehir,Mevlana, 3 + 1 
150,129,170m²,10-20 arası,,13,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,12000000,İstanbul,Ataşehir,Barbaros, 3 + 1 
151,90,130m²,8,,3,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5950000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
152,100,115m²,8,Merkezi Sistem (Isı Payı Ölçer),4,6-10 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Ataşehir,İnönü, 3 + 1 
153,110,130m²,10-20 arası,,3,31-35 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4200000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
154,95,105m²,5,,5,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2550000,İstanbul,Ataşehir,İçerenköy, 2 + 1 
155,130,170m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,10500000,İstanbul,Ataşehir,Barbaros, 3 + 1 
156,80,90m²,5,,2,26-30 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1000000,İstanbul,Ataşehir,Mustafa Kemal, 2 + 1 
157,110,140m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,8700000,İstanbul,Ataşehir,Barbaros, 3 + 1 
158,120,140m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7600000,İstanbul,Ataşehir,Barbaros, 2 + 1 
159,120,140m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7500000,İstanbul,Ataşehir,Barbaros, 2 + 1 
160,105,130m²,9,Kombi (Doğalgaz),1,11-15 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Ataşehir,Aşıkveysel, 3 + 1 
161,140,160m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,9500000,İstanbul,Ataşehir,Barbaros, 3 + 1 
162,100,130m²,,,,,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,6700000,İstanbul,Ataşehir,Atatürk, 3 + 1 
163,90,105m²,3,,Müstakil,21-25 arası,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Ataşehir,Aşıkveysel, 2 + 1 
164,245,325m²,4,Kombi (Doğalgaz),4,16-20 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,5750000,İstanbul,Ataşehir,İnönü, 4 + 1 
165,190,220m²,4,Kombi (Doğalgaz),4,6-10 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6200000,İstanbul,Ataşehir,İnönü, 5 + 2 
166,115,135m²,7,Kombi (Doğalgaz),4,11-15 arası,Sadece Beyaz Eşya,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3800000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 
167,70,100m²,5,Kombi (Doğalgaz),4,5,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 
168,100,110m²,7,,7,31-35 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
169,70,90m²,10-20 arası,Kombi (Doğalgaz),3,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2450000,İstanbul,Ataşehir,İçerenköy, 2 + 1 
170,140,160m²,4,,4,16-20 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3385000,İstanbul,Ataşehir,Fetih, 4 + 2 
171,95,110m²,8,Kombi (Doğalgaz),Giriş Katı,26-30 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,7930000,İstanbul,Ataşehir,Atatürk, 3 + 1 
172,118,145m²,6,Kombi (Doğalgaz),6,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,7880000,İstanbul,Ataşehir,Atatürk, 3 + 1 
173,95,110m²,,Kombi (Doğalgaz),2,21-25 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,3630000,İstanbul,Ataşehir,Yeni Çamlıca, 3 + 1 
174,115,125m²,10-20 arası,Kombi (Doğalgaz),8,26-30 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3650000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
175,50,60m²,4,Kombi (Doğalgaz),3,11-15 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2200000,İstanbul,Ataşehir,İnönü, 1 + 1 
176,75,80m²,7,Kombi (Doğalgaz),4,5,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,4080000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 
177,182,210m²,10-20 arası,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19550000,İstanbul,Ataşehir,Barbaros, 3 + 1 
178,182,201m²,10-20 arası,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19800000,İstanbul,Ataşehir,Barbaros, 3 + 1 
179,95,120m²,5,Kombi (Doğalgaz),1,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4700000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 
180,80,90m²,10-20 arası,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4400000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 
181,70,80m²,4,Kombi (Doğalgaz),Yüksek Giriş,11-15 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2330000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 
182,80,90m²,20 ve üzeri,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4400000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 
183,85,110m²,10-20 arası,Kombi (Doğalgaz),3,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,7700000,İstanbul,Ataşehir,Barbaros, 2 + 1 
184,70,88m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),8,5,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,6130000,İstanbul,Ataşehir,Barbaros, 1 + 1 
185,100,125m²,10-20 arası,Kombi (Doğalgaz),6,31-35 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,2830000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
186,90,114m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),2,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4690000,İstanbul,Ataşehir,Atatürk, 3 + 1 
187,145,160m²,9,,9,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4300000,İstanbul,Ataşehir,Aşıkveysel, 4 + 1 
188,70,909m²,4,Kombi (Doğalgaz),1,31-35 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4900000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 
189,110,133m²,6,Kombi (Doğalgaz),1,21-25 arası,Eşyalı (Mobilyalı),Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,3600000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
190,140,150m²,3,Kombi (Doğalgaz),3,0,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2460000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
191,100,120m²,3,Kombi (Doğalgaz),Bahçe katı,11-15 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Ataşehir,Kayışdağı, 3 + 1 
192,60,70m²,7,Kombi (Doğalgaz),Kot 1,6-10 arası,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1300000,İstanbul,Ataşehir,Kayışdağı, 1 + 1 
193,70,80m²,7,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Boş,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 
194,178,225m²,10,Kombi (Doğalgaz),10,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Ataşehir,Aşıkveysel, 3 + 2 
195,103,130m²,10-20 arası,Kombi (Doğalgaz),,21-25 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,4300000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 
196,48,60m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),10,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Ataşehir,Örnek, 1 + 1 
197,130,160m²,20 ve üzeri,Kombi (Doğalgaz),3,16-20 arası,Eşyasız,Kiracılı,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7600000,İstanbul,Ataşehir,Atatürk, 3 + 1 
198,150,190m²,8,Kombi (Doğalgaz),1,16-20 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5850000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
199,50,70m²,10,,7,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2050000,İstanbul,Ataşehir,Aşıkveysel, 1 + 0 
200,105,135m²,9,Kombi (Doğalgaz),5,11-15 arası,Eşyasız,Boş,Evet,,2150,13,,,,,,,,,,,,,,,,,,,,,4250000,İstanbul,Ataşehir,Küçükbakkalköy, 4 + 1 
201,182,210m²,20 ve üzeri,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19800000,İstanbul,Ataşehir,Barbaros, 3 + 1 
202,140,170m²,20 ve üzeri,,5,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6300000,İstanbul,Ataşehir,Atatürk, 4 + 1 
203,80,90m²,20 ve üzeri,,,0,Eşyasız,Boş,Hayır,,,,,,,,,,,,,,,,,,,,,,,,4400000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 
204,107,110m²,10-20 arası,,,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,10750000,İstanbul,Ataşehir,Yenişehir, 2 + 1 
205,85,90m²,10,,7,21-25 arası,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2250000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 
206,115,160m²,6,Kombi (Doğalgaz),5,11-15 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,5200000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 
207,65,80m²,4,Combi Boiler (Natural Gas),3,5,Unfurnished,,Yes,,,,,,,,,,,,,,,,,,,,,,,,2830000,İstanbul,Ataşehir,Örnek, 2 + 1 
208,88,117m²,20 ve üzeri,Klima,20 ve üzeri,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,5050000,İstanbul,Ataşehir,Atatürk, 3 + 1 
209,120,140m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),8,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,4150000,İstanbul,Ataşehir,Aşıkveysel, 3 + 1 
210,88,100m²,10,,1,2,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3550000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 
211,55,68m²,4,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Mülk Sahibi,Hayır,,,,,,,,,,,,,,,,,,,,,,,,1475000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 
212,60,78m²,4,Kombi (Doğalgaz),Yüksek Giriş,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,1775000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 
213,90,120m²,9,Merkezi Sistem,7,31-35 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3400000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
214,60,65m²,4,,,6-10 arası,,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 
215,80,95m²,5,Kombi (Doğalgaz),Müstakil,11-15 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3850000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
216,70,85m²,2,,1,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Ataşehir,Örnek, 2 + 1 
217,61,82m²,7,Merkezi Sistem (Isı Payı Ölçer),5,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3250000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 
218,110,120m²,4,Kombi (Doğalgaz),Yüksek Giriş,16-20 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2650000,İstanbul,Ataşehir,İnönü, 3 + 1 
219,110,125m²,7,Merkezi Sistem (Isı Payı Ölçer),1,26-30 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,3500000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
220,185,225m²,4,Kombi (Doğalgaz),4,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Ataşehir,Küçükbakkalköy, 5 + 1 
221,53,70m²,3,Kombi (Doğalgaz),Bahçe katı,11-15 arası,Eşyasız,Mülk Sahibi,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,2375000,İstanbul,Ataşehir,Örnek, 2 + 1 
222,57,86m²,20 ve üzeri,Klima,Bahçe katı,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,5250000,İstanbul,Ataşehir,Atatürk, 1 + 1 
223,182,210m²,20 ve üzeri,Kombi (Doğalgaz),3,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19300000,İstanbul,Ataşehir,Barbaros, 3 + 1 
224,182,210m²,20 ve üzeri,Kombi (Doğalgaz),1,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,18500000,İstanbul,Ataşehir,Barbaros, 3 + 1 
225,182,210m²,20 ve üzeri,Kombi (Doğalgaz),4,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19550000,İstanbul,Ataşehir,Barbaros, 3 + 1 
226,182,210m²,20 ve üzeri,Kombi (Doğalgaz),2,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,18900000,İstanbul,Ataşehir,Barbaros, 3 + 1 
227,100,120m²,3,Kombi (Doğalgaz),2,11-15 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2850000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 
228,182,210m²,20 ve üzeri,Kombi (Doğalgaz),5,0,Eşyasız,,Hayır,,,,,,,,,,,,,,,,,,,,,,,,19800000,İstanbul,Ataşehir,Barbaros, 3 + 1 
229,45,55m²,8,Merkezi Sistem (Isı Payı Ölçer),3,3,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2600000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 
230,270,290m²,4,Kombi (Doğalgaz),Müstakil,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Ataşehir,İnönü, 5 + 1 
231,80,90m²,4,Kombi (Doğalgaz),Yüksek Giriş,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2320000,İstanbul,Ataşehir,İnönü, 2 + 1 
232,75,80m²,5,Kombi (Doğalgaz),Giriş Katı,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1650000,İstanbul,Ataşehir,Kayışdağı, 2 + 1 
233,70,87m²,3,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1650000,İstanbul,Ataşehir,Esatpaşa, 3 + 1 
234,70,85m²,2,Kombi (Doğalgaz),1,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,3000000,İstanbul,Ataşehir,Örnek, 2 + 1 
235,55,70m²,3,Kombi (Doğalgaz),2,1,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2350000,İstanbul,Ataşehir,Örnek, 2 + 1 
236,50,70m²,3,Kombi (Doğalgaz),1,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1900000,İstanbul,Ataşehir,Esatpaşa, 2 + 1 
237,520,550m²,2,Combi Boiler (Natural Gas),2,Between 26-30,Unfurnished,Occupied By Tenant,Hayır,,,,,,,,,,,,,,,,,,,,,,,,7990000,İstanbul,Ataşehir,Örnek, 10 ve üzeri 
238,115,136m²,8,Kombi (Doğalgaz),,16-20 arası,Eşyasız,,Evet,Evet,,5664,,,,,,,,,,,,,,,,,,,,,4200000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
239,56,73m²,6,Kombi (Doğalgaz),Giriş Katı,4,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2750000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 
240,72,110m²,10-20 arası,Merkezi Sistem (Isı Payı Ölçer),14,6-10 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,4500000,İstanbul,Ataşehir,Küçükbakkalköy, 3 + 1 
241,120,145m²,10-20 arası,Kombi (Doğalgaz),7,11-15 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,8300000,İstanbul,Ataşehir,Barbaros, 3 + 1 
242,107,110m²,10-20 arası,,,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,10750000,İstanbul,Ataşehir,Yenişehir, 2 + 1 
243,120,140m²,3,Kombi (Doğalgaz),Zemin Kat,21-25 arası,Eşyasız,,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3280000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
244,75,85m²,4,Combi Boiler (Natural Gas),First Floor,Between 11-15,,Vacant,Yes,,,,,,,,,,,,,,,,,,,,,,,,1725000,İstanbul,Ataşehir,İnönü, 2 + 1 
245,150,180m²,3,Kombi (Doğalgaz),3,5,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
246,75,80m²,4,Kombi (Doğalgaz),1,11-15 arası,,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,2530000,İstanbul,Ataşehir,İnönü, 2 + 1 
247,120,150m²,5,Kombi (Doğalgaz),5,6-10 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,6000000,İstanbul,Ataşehir,Küçükbakkalköy, 5 + 1 
248,141,170m²,6,Kombi (Doğalgaz),5,6-10 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,7400000,İstanbul,Ataşehir,Küçükbakkalköy, 4 + 2 
249,55,75m²,4,Kombi (Doğalgaz),Bahçe katı,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1600000,İstanbul,Ataşehir,Atatürk, 2 + 1 
250,80,85m²,4,Kombi (Doğalgaz),Giriş Katı,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2100000,İstanbul,Ataşehir,İnönü, 2 + 1 
251,40,60m²,3,Kombi (Doğalgaz),Giriş Katı,6-10 arası,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2050000,İstanbul,Ataşehir,İnönü, 1 + 1 
252,50,55m²,4,Kombi (Doğalgaz),2,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1875000,İstanbul,Ataşehir,Kayışdağı, 1 + 1 
253,70,75m²,4,Kombi (Doğalgaz),Giriş Katı,11-15 arası,,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1775000,İstanbul,Ataşehir,İnönü, 2 + 1 
254,95,130m²,4,,1,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,4000000,İstanbul,Ataşehir,İnönü, 3 + 1 
255,70,75m²,4,Kombi (Doğalgaz),Giriş Katı,6-10 arası,,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,1580000,İstanbul,Ataşehir,İnönü, 2 + 1 
256,45,65m²,5,Kombi (Doğalgaz),Bahçe katı,5,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,1750000,İstanbul,Ataşehir,Esatpaşa, 1 + 1 
257,90,117m²,20+,Central System (Heat Share Meter),16,Between 6-10,Unfurnished,Occupied By Tenant,Yes,,,,,,,,,,,,,,,,,,,,,,,,7850000,İstanbul,Ataşehir,Atatürk, 2 + 1 
258,150,225m²,20 ve üzeri,Klima,20 ve üzeri,4,Sadece Beyaz Eşya,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,17800000,İstanbul,Ataşehir,Atatürk, 3 + 1 
259,150,180m²,3,Kombi (Doğalgaz),3,6-10 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
260,125,135m²,8,,1,21-25 arası,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,3995000,İstanbul,Ataşehir,İçerenköy, 3 + 1 
261,110,130m²,4,Kombi (Doğalgaz),2,11-15 arası,Eşyasız,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,2900000,İstanbul,Ataşehir,Kayışdağı, 3 + 1 
262,145,146m²,10-20 arası,,,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,8220000,İstanbul,Ataşehir,Küçükbakkalköy, 2 + 1 
263,129,170m²,10-20 arası,Klima,13,11-15 arası,Sadece Beyaz Eşya,Mülk Sahibi,Evet,,,,,,,,,,,,,,,,,,,,,,,,11900000,İstanbul,Ataşehir,Barbaros, 3 + 1 
264,115,120m²,4,Kombi (Doğalgaz),Bahçe katı,16-20 arası,Eşyasız,,Evet,,,,,,,,,,,,,,,,,,,,,,,,3280000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
265,115,120m²,4,Yerden Isıtma,Bahçe katı,16-20 arası,Eşyalı (Mobilyalı),,Evet,,,,,,,,,,,,,,,,,,,,,,,,3300000,İstanbul,Ataşehir,Yenişehir, 3 + 1 
266,105,127m²,20 ve üzeri,Merkezi Sistem,15,21-25 arası,Eşyasız,Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,5800000,İstanbul,Ataşehir,Atatürk, 2 + 1 
267,110,135m²,4,Merkezi Sistem (Isı Payı Ölçer),Yüksek Giriş,21-25 arası,Eşyasız,Kiracılı,Evet,,,,,,,,,,,,,,,,,,,,,,,,7250000,İstanbul,Ataşehir,Atatürk, 3 + 1 
268,107,110m²,10-20 arası,,,0,Eşyasız,Boş,Evet,,,,,,,,,,,,,,,,,,,,,,,,10750000,İstanbul,Ataşehir,Yenişehir, 2 + 1 
269,55,77m²,20 ve üzeri,Merkezi Sistem (Isı Payı Ölçer),12,6-10 arası,Eşyalı (Mobilyalı),Kiracılı,Evet,Evet,,,,,,,,,,,,,,,,,,,,,,,3550000,İstanbul,Ataşehir,Küçükbakkalköy, 1 + 1 
